id,title,acceptance_date,lact_number,status
131230,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida (O‘zbekiston Respublikasi Prezidentining “Aholining hojatmand qatlamlarini ijtimoiy qo‘llab-quvvatlash hamda tibbiy-ijtimoiy yordam ko‘rsatish tizimini yanada takomillashtirish chora-tadbirlari to‘g‘risida” 2016-yil 22-fevraldagi PF-4782-son Farmoni hamda O‘zbekiston Respublikasi Prezidentining “O‘zbekiston Respublikasi Mehnat vazirligi faoliyatini tashkil etishni takomillashtirish chora-tadbirlari to‘g‘risida” 2016-yil 24-fevraldagi PQ-2498-son qarori),13.03.2017,130,Y
131231,2017-2021-yillarda toshkent shahrida arzon ko‘p qavatli uylar qurish ko‘lamini kengaytirishga oid qo‘shimchachora-tadbirlar to‘g‘risida,13.03.2017,PQ-2824,Y
131232,Toshkent shahrida yo‘lovchi tashish transportini yanada rivojlantirish chora-tadbirlari to‘g‘risida,11.03.2017,129,Y
131233,Beretlar,10.03.2017,05-828,Y
131234,Harbiy xizmatchilar uchun quloqchin telpaklar,10.03.2017,05 828,Y
131235,Harbiy xizmatchilar uchun formali kurtkalar,10.03.2017,3161,Y
131236,Atamalar va ta’riflar,10.03.2017,20.206.1:2017,Y
131237,O‘zbekiston Respublikasi Prezidentining “O‘zbekiston Respublikasi Prezidentining ayrim Farmonlari va qarorlariga o‘zgartish hamda qo‘shimchalar kiritish to‘g‘risida”gi 2016-yil 8-avgustdagi PF-4815-son Farmoniga o‘zgartish kiritish haqida,09.03.2017,PF-4981,R
131238,Toshkent metropolitenida pensionerlarni bepul tashish to‘g‘risida,09.03.2017,128,Y
131239,Telekommunikatsiya xizmatlari tariflarini shakllantirish va tartibga solish to‘g‘risidagi nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,09.03.2017,959-1,R
131240,2017-2021-yillarda uglevodorod xom ashyosi qazib olishni ko‘paytirish Dasturini tasdiqlash to‘g‘risida,09.03.2017,PQ-2822,Y
131241,O‘zbekiston Respublikasining Birinchi Prezidenti Islom Abdug‘aniyevich Karimovning xotirasini abadiylashtirish uchun Qarshi shahrining markaziy ko‘chasi hisoblangan “O‘zbekiston” nomli ko‘chasini “Islom Karimov” nomli ko‘cha deb nomini o‘zgartirish to‘g‘risida,07.03.2017,71/5-16,Y
131242,Aydar-Arnasoy ko‘llar tizimining biologik resurslaridan oqilona foydalanishni ta’minlashga doir tashkiliy chora-tadbirlar to‘g‘risida,07.03.2017,124,Y
131243,"Qoraqalpog‘iston Respublikasi Vazirlar Kengashi, viloyatlar, Toshkent shahri, shaharlar va tumanlar hokimliklari xodimlarining lavozim maoshlariga uzoq muddat ishlaganligi uchun har oylik ustama to‘lash tartibi to‘g‘risidagi Nizomni tasdiqlash haqida",07.03.2017,123,Y
131244,Strategik sheriklik to‘g‘risida,06.03.2017,,Y
131245,2018 — 2020-yillarga mo‘ljallangan iqtisodiy hamkorlik to‘g‘risida,06.03.2017,,Y
131246,Suv xo‘jaligi masalalari bo‘yicha hamkorlik to‘g‘risida,06.03.2017,,Y
131247,"Dehqon xo‘jaliklari va aholining tomorqa yerlaridan samarali foydalanish, suvga chidamli, eksportbop daraxt plantatsiyalarini rivojlantirishga doir qo‘shimcha chora-tadbirlar to‘g‘risida",04.03.2017,119,Y
131248,Normativ-huquqiy hujjatlarning ijrochilarga yetkazilishi hamda mohiyati va ahamiyatining aholi o‘rtasida tushuntirilishi yuzasidan namunaviy chora-tadbirlar rejasini tasdiqlash to‘g‘risida,03.03.2017,2866,R
131249,Osiyo Taraqqiyot Banki ishtirokida “Toshkent viloyatining shahar va tumanlarida suv ta’minoti va kanalizatsiya tizimlarini rekonstruksiya qilish va qurish (1 bosqich)” loyixasini amalga oshirish chora-tadbirlari to‘g‘risida,03.03.2017,PQ-2818,Y
131250,O‘zbekiston Respublikasining birinchi Prezidenti Islom Abdug‘aniyevich Karimovning xotirasini abadiylashtirish maqsadida shahardagi ayrim ko‘cha nomlarini o‘zgartirish to‘g‘risida,02.03.2017,113-15,Y
131251,Tuman hududidagi barcha yuridik va jismoniy shaxslarga tegishli bo‘lgan avtomototransport vositalarini 2017-yilda majburiy texnik ko‘rikdan o‘tkazish to‘g‘risida,02.03.2017,244,R
131252,"Termiz shahridagi qishloq xo‘jaligi va meliorativ texnikalarni, shuningdek, mashina-traktor parklari, ustaxonalar va servis punktlarining asbob-uskunalarini 2017-yilda majburiy texnik ko‘rikdan o‘tkazish to‘g‘risida",02.03.2017,305,R
131253,Milliy haydovchilik guvohnomasining hamda avtomototransport vositasi ro‘yxatdan o‘tkazilganligi to‘g‘risidagi guvohnomaning yangi namunalarini joriy etish chora-tadbirlari to‘g‘risida,02.03.2017,116,Y
131254,Osiyo taraqqiyot banki ishtirokida 2017-2021-yillarda qishloq joylarda yangilangan namunaviy loyihalar bo‘yicha arzon uy-joylar qurish dasturini amalga oshirishga doir qo‘shimcha chora-tadbirlar to‘g‘risida,02.03.2017,PQ-2812,Y
131255,Osiyo taraqqiyot banki ishtirokida “Bog‘dorchilik sohasida qo‘shimcha qiymat zanjirini yaratishni rivojlantirish” loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,02.03.2017,PQ-2813,Y
131256,Tuman hududidagi yuridik va jismoniy shaxslarga tegishli avtomototransport vositalari va ularga tirkamalarni majburiy texnik ko‘rikdan o‘tkazish haqida,01.03.2017,212,Y
131257,"“Elektron zaxiraga olish tizimi va firma nomlarining markazlashtirilgan ma’lumotlar bazasining ishlash tartibi to‘g‘risidagi yo‘riqnomani tasdiqlash haqida”gi qaror, shuningdek unga o‘zgartirish va qo‘shimchalarni o‘z kuchini yo‘qotgan deb topish to‘g‘risida",01.03.2017,2251-3,Y
131258,O‘zbekiston Respublikasi Prezidenti Administratsiyasi faoliyatini yanada takomillashtirish to‘g‘risida,01.03.2017,PF-4974,Y
131259,"Import bojxona bojlarini hisoblash va undirish tartibi, shuningdek unga o‘zgartirish va qo‘shimchalarni o‘z kuchini yo‘qotgan deb topish to‘g‘risida",01.03.2017,782-5,Y
131260,"Tuman xududida qishloq xo‘jaligi va meliorativ texnikalarni, shuningdek, mashina-traktor parklari, ustaxonalar va servis punktlarining asbob-uskunalarini texnik ko‘rikdan o‘tkazish to‘g‘risida",28.02.2017,191/1-02,R
131261,O‘zbekiston Respublikasi Prezidentining “Xalqaro quyosh energiyasi institutini tashkil etish to‘g‘risida” 2013-yil 1-martdagi PP-1929-sonli qaroriga o‘zgartishlar kiritish to‘g‘risida,28.02.2017,PQ-2804,R
131262,Tijorat tashkilotlari ta’sis hujjatlarining namunaviy shakllarining 6-ilovasiga o‘zgartirishlar kiritish to‘g‘risida,28.02.2017,2848-1,R
131263,Davlat organlari va tashkilotlari yuridik xizmatlarining ma’lumotlari bazasini shakllantirish va yuritish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,28.02.2017,2861,R
131264,Davlat organlari va tashkilotlari yuridik xizmati xodimi lavozimiga birinchi marta tayinlangan shaxslarning adliya organlarida stajirovkadan o‘tishi tartibi to‘g‘risidagi nizomni tasdiqlash haqida,28.02.2017,2862,R
131265,Yuridik xizmat xodimining ish joyini moddiy-texnika jihatidan jihozlashga doir minimal talablarni tasdiqlash haqida,28.02.2017,2863,Y
131266,Yuridik xizmat xodimini lavozimga tayinlash va ozod qilish masalalarini adliya organlari bilan kelishish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,28.02.2017,2864,R
131267,"Tayyor mahsulotlar, butlovchi buyumlar va materiallar ishlab chiqarishni mahalliylashtirish Dasturiga tuzatishlar kiritish to‘g‘risida",28.02.2017,113,R
131268,Davlat organlari va tashkilotlari yuridik xizmat xodimlarini martaba darajalari bo‘yicha attestatsiyadan o‘tkazish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,28.02.2017,2865,R
131269,2017-yilgi Navro‘z umumxalq bayramiga tayyorgarlik ko‘rish va uni o‘tkazish to‘g‘risida,28.02.2017,PQ-2801,R
131270,2017-2018-yillarda Qoraqalpog‘iston Respublikasi Mo‘ynoq tumanini iqtisodiy rivojlantirish va aholi bandligini ta’minlashga doir qo‘shimcha chora-tadbirlar to‘g‘risida,28.02.2017,PQ-2803,Y
131271,Alkogolli mahsulotlarga va tamaki mahsulotlariga yangi namunadagi aksiz markalarini joriy etish to‘g‘risida,27.02.2017,100,R
131272,Telekommunikatsiya uskunalarining xavfsizligi to‘g‘risidagi umumiy texnik reglamentni tasdiqlash haqida,27.02.2017,102,Y
131273,Oliy ta’lim muassasalarining rahbar va pedagog kadrlarini qayta tayyorlash va ularning malakasini oshirish kurslari to‘g‘risidagi Nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,27.02.2017,103,R
131274,Yuridik shaxsning alohida bo‘linmalari bo‘yicha soliqlarni to‘lash tartibi to‘g‘risidagi Nizomni tasdiqlash haqida,27.02.2017,105,R
131275,"O‘zbekiston Respublikasi Prezidentining “O‘zbekiston Respublikasining fan va texnika, adabiyot, san’at va me’morchilik sohasidagi Davlat mukofotlarini ta’sis etish to‘g‘risida” 2006-yil 25-iyuldagi PF-3781-son Farmoniga o‘zgartirishlar kiritish to‘g‘risida",27.02.2017,PF-4972,Y
131276,Bitimlarni notarial tasdiqlash tartibini idoralararo elektron hamkorlikni qo‘llagan holda takomillashtirish chora-tadbirlari to‘g‘risida,27.02.2017,106,Y
131277,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirishlar kiritish to‘g‘risida (O‘zbekiston Respublikasi Prezidentining “Mahalliy ijroiya hokimiyati organlari faoliyatini yanada takomillashtirish to‘g‘risida” 2016-yil 22-dekabrdagi PQ-2691-son qarori),27.02.2017,107,Y
131278,O‘zbekiston Respublikasining erkin iqtisodiy zonalarida import o‘rnini qoplaydigan va eksportga mo‘ljallangan mahsulotlar ishlab chiqarishni yanada kengaytirish chora-tadbirlari to‘g‘risida,27.02.2017,110,R
131279,"O‘zbekiston Respublikasi vazirliklari, idoralari va tashkilotlarining formali kiyim-boshlarini ishlab chiqish, standartlashtirish, tasdiqlash va tayyorlash mexanizmini tartibga solish chora-tadbirlari to‘g‘risida",27.02.2017,PQ-2800,Y
131280,"Islom taraqqiyot banki ishtirokida “Guliston, Shirin va Yangiyer shaharlarida kanalizatsiya tizimlarini rekonstruksiya qilish va kengaytirish” loyihasini amalga oshirish chora-tadbirlari to‘g‘risida",27.02.2017,PQ-2798,Y
131281,"Qishloq xo‘jaligi va meliorativ texnikalari, shuningdek mashina-traktor parklari, ustaxonalar va servis punktlarining asbob-uskunalarini 2017-yil uchun yillik texnik ko‘rikdan o‘tkazish to‘g‘risida",25.02.2017,X-491/02,Y
131282,Shaxta ko‘tarish qurilmalarining xavfsizligi to‘g‘risidagi umumiy texnik reglamentni tasdiqlash haqida,24.02.2017,99,Y
131283,Tadbirkorlarning ishlab chiqarish maydonlaridan foydalanishlarini yanada rag‘batlantirish chora-tadbirlari to‘g‘risida,23.02.2017,PQ-2796,R
131284,Shahar hududidagi barcha yuridik va jismoniy shaxslarga tegishli bo‘lgan avtomototransport vositalarini 2017-yilda majburiy texnik ko‘rikdan o‘tkazish to‘g‘risida,22.02.2017,222,R
131285,Kasb-hunarga o‘qitish markazlariga o‘qitishga qabul qilish tartibi to‘g‘risidagi nizomni tasdiqlash haqida,22.02.2017,2860,R
131286,Xalqaro qishloq xo‘jaligini rivojlantirish jamg‘armasi ishtirokida “O‘zbekiston sut tarmog‘ida qiymat zanjirini rivojlantirish” loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,22.02.2017,PQ-2795,Y
131287,Barcha dorixonalarda bo‘lishi majburiy bo‘lgan dori vositalari va tibbiy buyumlar ro‘yxatiga o‘zgartirishlar kiritish to‘g‘risida,21.02.2017,2846-1,Y
131288,Kegeyli tumani xududida barcha xo‘jalik yurituvchi subyektlarga va fuqarorlarga tegishli bo‘lgan avtomototransport vositalarini va tirkamalarini majburiy texnik ko‘rikdan o‘tkazish to‘g‘risida,21.02.2017,142-02,Y
131289,"Oliy ta’lim muassasalari boshqaruv, texnik, xizmat ko‘rsatuvchi va o‘quv-yordamchi xodimlarining namunaviy shtatlarini tasdiqlash to‘g‘risida",21.02.2017,2859,Y
131290,O‘zbekiston Respublikasi Prezidentining ayrim hujjatlariga o‘zgartish va qo‘shimchalar kiritish to‘g‘risida,21.02.2017,PF-4965,Y
131291,O‘zbekiston Respublikasi sud tizimi tuzilmasini tubdan takomillashtirish va faoliyati samaradorligini oshirish chora-tadbirlari to‘g‘risida,21.02.2017,PF-4966,Y
131292,“Farg‘ona IEM va Farg‘ona RK-3 qozonxonasida yuqori samarali kogeneratsion gaz turbinali texnologiyalarini joriy etish” loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,21.02.2017,PQ-2794,Y
131293,Tuman hududidagi barcha yuridik va jismoniy shaxslarga tegishli bo‘lgan avtomototransport vositalarini 2017-yilda majburiy texnik ko‘rikdan o‘tkazish to‘g‘risida,20.02.2017,327,Y
131294,O‘zbekiston Respublikasi Prezidentining hamda O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartishlar kiritish to‘g‘risida,20.02.2017,PQ-2791,Y
131295,O‘zbekiston Respublikasi bojxona postlarini jihozlash uchun Xitoy Xalq Respublikasi Hukumati tomonidan taqdim etilayotgan grantdan samarali foydalanishni ta’minlash chora-tadbirlari to‘g‘risida,20.02.2017,PQ-2790,Y
131296,Tadbirkorlik subyektlari xodimlarining o‘rtacha yillik sonini aniqlash tartibi to‘g‘risidagi nizomni tasdiqlash haqida,17.02.2017,2858,Y
131297,O‘zbekiston Respublikasi Prezidentining “Toshkent shahrida yo‘lovchi tashish transportini tashkil etish tizimini yanada takomillashtirish chora-tadbirlari to‘g‘risida” 2013-yil 9-oktabrdagi PQ-2048-sonli qaroriga o‘zgartish kiritish to‘g‘risida,17.02.2017,PQ-2787,R
131298,O‘zbekiston Respublikasi Prezidentining “Yosh oilalarni moddiy va ma’naviy qo‘llab-quvvatlashga doir qo‘shimcha chora-tadbirlar to‘g‘risida” 2007-yil 18-maydagi PF-3878-sonli Farmoniga o‘zgartishlar kiritish to‘g‘risida,17.02.2017,PF-4962,Y
131299,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirishlar kiritish to‘g‘risida (O‘zbekiston Respublikasi Prezidentining “O‘zbekiston faxriylarni ijtimoiy qo‘llab-quvvatlash “Nuroniy” jamg‘armasi faoliyatini yanada takomillashtirish chora-tadbirlari to‘g‘risida” 2016-yil 28-dekabrdagi PF-4906-son Farmoni),17.02.2017,90,Y
131300,"Fanlar akademiyasi faoliyati, ilmiy-tadqiqot ishlarini tashkil etish, boshqarish va moliyalashtirishni yanada takomillashtirish chora-tadbirlari to‘g‘risida",17.02.2017,PQ-2789,Y
131301,O‘zbekiston Respublikasi Qurolli Kuchlari pensionerlarini ijtimoiy himoya qilishni yanada takomillashtirish chora-tadbirlari to‘g‘risida,17.02.2017,PF-4960,R
131302,Oliy o‘quv yurtidan keyingi ta’lim tizimini yanada takomillashtirish to‘g‘risida,16.02.2017,PF-4958,Y
131303,Shisha idishlarning xavfsizligi to‘g‘risidagi umumiy texnik reglamentni tasdiqlash haqida,16.02.2017,86,Y
131304,Islom Karimov nomidagi Ilmiy-ma’rifiy yodgorlik majmuasining ilmiy-tarixiy konsepsiyasi va ekspozitsiya loyihasini tayyorlash to‘g‘risida,16.02.2017,PQ-2785,Y
131305,Koreya Respublikasining iqtisodiy rivojlanish va hamkorlik jamg‘armasi bilan moliyaviy hamkorlikda “Elektron hukumat tizimida ma’lumotlarni qayta ishlash markazini yaratish” investitsiya loyihasini amalga oshirishning ustuvor chora-tadbirlari to‘g‘risida,16.02.2017,PQ-2783,Y
131306,Xalqaro taraqqiyot assotsiatsiyasi ishtirokida “Orl dengizi havzasi uchun iqlim o‘zgarishiga moslashish va uning oqibatlarini yumshatish dasturi” loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,16.02.2017,PQ-2784,Y
131307,Pul muomalasini yanada takomillashtirish va bank plastik kartochkalaridan foydalangan holda hisob-kitoblarni rivojlantirish chora-tadbirlari to‘g‘risida,15.02.2017,PQ-2777,Y
131308,O‘zbekiston Respublikasi Madaniyat vazirligi faoliyatini tashkil etish to‘g‘risida,15.02.2017,PQ-2778,R
131309,O‘zbekiston Respublikasi Jismoniy tarbiya va sport davlat qo‘mitasi faoliyatini tashkil etish to‘g‘risida,15.02.2017,PQ-2779,R
131310,"Vazirlar Mahkamasining “O‘zbekiston Respublikasi Intellektual mulk agentligining budjetdan tashqari mablag‘larini shakllantirish va ulardan foydalanish tartibi to‘g‘risida Nizomni tasdiqlash haqida” 2013-yil 7-dekabrdagi 322-son qaroriga o‘zgartirish kiritish, shuningdek O‘zbekiston Respublikasi Hukumatining ayrim qarorlarini o‘z kuchini yo‘qotgan deb hisoblash to‘g‘risida",15.02.2017,81,R
131311,To‘qimachilik asbob-uskunalarining asosiy turlarini yetkazib berishga shartnomalarni (kontraktlarni) ekspertizadan o‘tkazish va ularning zamonaviy texnologik talablarga va jahon narxlari darajasiga muvofiqligi yuzasidan xulosalar berish tartibi to‘g‘risidagi Nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,15.02.2017,83,R
131312,Bojxona chegarasidan olib o‘tilayotgan avtotransport vositalarini bojxona rasmiylashtiruvidan o‘tkazish tartibi to‘g‘risida nizomga o‘zgartirishlar kiritish haqida,15.02.2017,2156-2,Y
131313,Shahar yo‘lovchilar transportida (taksidan tashqari) ayrim toifadagi fuqarolarga bepul yurish huquqini beruvchi yagona guvohnomalarni berish tartibi to‘g‘risidagi nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,15.02.2017,2434-1,R
131314,Madaniyat va sport sohasida boshqaruv tizimini yanada takomillashtirish chora-tadbirlari to‘g‘risida,15.02.2017,PF-4956,R
131315,O‘zbekiston Respublikasi Avtomobil yo‘llari Davlat qo‘mitasi faoliyatini tashkil etish to‘g‘risida,14.02.2017,PQ-2776,Y
131316,"O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirishlar kiritish, shuningdek ba’zilarini o‘z kuchini yo‘qotgan deb hisoblash to‘g‘risida  (“Yoshlarga oid davlat siyosati to‘g‘risida” 2016-yil 14-sentabrdagi O‘RQ-406-son O‘zbekiston Respublikasi Qonuni)",14.02.2017,75,Y
131317,2017-2021-yillarda O‘zbekiston Respublikasini rivojlantirishning beshta ustuvor yo‘nalishi bo‘yicha Harakatlar strategiyasini amalga oshirishga doir tashkiliy chora-tadbirlar to‘g‘risida,14.02.2017,F-4849,Y
131318,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga qo‘shimcha va o‘zgartirishlar kiritish to‘g‘risida  (O‘zbekiston Respublikasi Prezidentining “Toshkent metropolitenini yanada rivojlantirish va faoliyati samaradorligini oshirishga doir chora-tadbirlar to‘g‘risida” 2016-yil 21-oktabrdagi PQ-2638-son qarori),14.02.2017,77,Y
131319,O‘zbekiston Respublikasi Hukumatining ayrim qarorlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida (O‘zbekiston Respublikasining “O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartish va qo‘shimchalar kiritish to‘g‘risida” 2016-yil 23-sentabrdagi O‘RQ-411-sonli Qonuni),14.02.2017,79,Y
131320,"Dori vositalarini va tibbiyot buyumlarini sotish, farmatsevtika faoliyatini litsenziyalash tartibini yanada takomillashtirish chora-tadbirlari to‘g‘risida",14.02.2017,PQ-2773,Y
131321,Davlat notarial idoralari va notarial arxivlar faoliyatini moliyalashtirish tartibi to‘g‘risidagi nizomga o‘zgartirishlar kiritish haqida,14.02.2017,2168-1,Y
131322,"Ishlatilgan texnik moylarni topshirish, to‘plash, ular uchun hisob-kitob qilish, ularni saqlash va tashish tartibi to‘g‘risidagi Nizomga o‘zgartirishlar kiritish haqida",14.02.2017,78,Y
131323,Tuman hududidagi transport vositalarini 2017-yilda majburiy texnik ko‘rigini tashkil etish va uni o‘tkazish to‘g‘risida,14.02.2017,129,R
131324,Yo‘l xo‘jaligini boshqarish tizimini yanada takomillashtirish chora-tadbirlari to‘g‘risida,14.02.2017,PF-4954,R
131325,Imom Termiziy xalqaro ilmiy-tadqiqot markazini tashkil etish chora-tadbirlari to‘g‘risida,14.02.2017,PQ-2774,Y
131326,2017-2018-yillarda mintaqaviy avtomobil yo‘llarini rivojlantirish dasturi to‘g‘risida,14.02.2017,PQ-2775,Y
131327,Alkogolli mahsulotlarning xavfsizligi to‘g‘risidagi umumiy texnik reglamentni tasdiqlash haqida,13.02.2017,71,Y
